id,text,len tweet,likes,rt,postura
1107885870298861568,RT @Foro_TV: ¿La revocación de mandato abre la puerta a la reelección del Presidente de la República? @leozuckermann @JorgeGCastaneda @agui…,140,0,24,1
1107652322216300546,"Pues ayer que @lopezobrador_ le administró los santos óleos al neoliberalismo, recupero un artículo que escribí en… https://t.co/uNNXeqpbRu",139,1783,943,1
1106510551558049793,"Ayer tuvimos un nuevo caso en el infame Tribunal de la Cuarta Transformación 

Muy preocupante que el presidente… https://t.co/f83ls3IozN",137,1801,1005,1
1106501677207691266,"RT @Foro_TV: Los programa sociales del gobierno de López Obrador, ¿son parte de un estado benefactor o de un ejercicio de clientelismo polí…",140,0,50,1
1106034743684956161,"Señor Presidente, no construya esa refinería https://t.co/1onv2KzwfH",68,517,213,1
1105803728525971457,"Señor Presidente, no construya esa refinería https://t.co/1onv2KhVo9",68,655,307,1
1105803199687073793,"RT @Foro_TV: Los programas sociales del gobierno de López Obrador, ¿son una forma de clientelismo electoral? El análisis en #EsLaHoraDeOpin…",140,0,86,1
1105802821469986816,RT @Foro_TV: ¿Los abucheos a gobernadores en eventos políticos son parte de una estrategia de #Morena o representa una inconformidad real d…,140,0,22,1
1105619552321310721,RT @DeniseDresserG: Con #MinistraContratista pierde Morena por validar conflicto de interés; pierde la  @SCJN porque tendrá una integrante…,139,0,4976,-1
1105451118862221312,RT @Foro_TV: ¿Los programas sociales del gobierno de López Obrador se pueden considerar un tema de clientelismo político? El análisis en #E…,140,0,22,1
1105284795624378368,"El objetivo de @lopezobrador_ es infundir miedo

La vieja receta de Maquiavelo: para un gobernante, es más seguro s… https://t.co/ruLdFJ8rtf",140,2993,1712,1
1105163228902973441,Lopez Obrador Is Dismantling Democracy in Mexico  https://t.co/l5oddWoV39,73,1686,1033,1
1105096384125063168,"AMLO, el miedo y el Tribunal de la Cuarta Transformación https://t.co/uH0sw78TdV",80,183,78,1
1104011552951287809,RT @Foro_TV: ¿Qué nivel de aprobación tiene López Obrador en sus casi 100 primeros días de gobierno? El análisis en #EsLaHoraDeOpinar con @…,140,0,18,1
1104011510433632261,RT @Foro_TV: ¿Hay una debilidad de la oposición partidista frente al gobierno de López Obrador? El análisis en #EsLaHoraDeOpinar con @leozu…,140,0,22,1
1103467150096953344,"A @EPN le debemos que @lopezobrador_ sea hoy Presidente

No sólo por los graves errores y la corrupción que caracte… https://t.co/YG7U2aXnGo",140,5625,2615,-1
1103176780599435264,RT @Foro_TV: ¿Existe oposición al gobierno de AMLO? ¿Quiénes son y cuál es su papel en este sexenio? El análisis en #EsLaHoraDeOpinar con @…,140,0,74,1
1102946582817845249,"Sobre la decisión del gobierno de @lopezobrador_ de suspender el subsidio a los refugios de mujeres violentadas
https://t.co/7DbYopXGu9",135,289,169,1
1102802916883292160,RT @Foro_TV: ¿El Partido @AccionNacional es el único capaz de constituir una oposición real a la aplanadora de Morena y el Gobierno de @lop…,140,0,33,1
1102683646199238656,⁦@lopezobrador_⁩ ejemplos del objetivo de instaurar un presidencialismo recargado  https://t.co/ogp0jTJH5G,106,143,47,1
1102552354459545600,AMLO y el presidencialismo recargado https://t.co/L1vEuT0KIm,60,136,71,1
1101147504274481154,AMLO’s old-fashioned nationalism. https://t.co/mJG4wBxnVM vía @slate,68,200,123,1
1100799899023667201,Guardia Nacional: lo que diga el Presidente - Grupo Milenio https://t.co/MVF2M1RALN,83,12,7,1
1100725293168369666,RT @Foro_TV: ¿Lo aprobado en el Senado para la creación de la Guardia Nacional dejará las manos libres al Presidente para armar su estrateg…,140,0,13,1
1100460999394689024,"RT @amparocasar: Hoy el presidente dijo en la mañanera q en su admon. ""se han licitado el 75 por ciento de las obras de mantenimiento a est…",140,0,3225,1
1100370629939941376,RT @Foro_TV: ¿Cuál es el plan de López Obrador para atender la inseguridad con la próxima creación de la Guardia Nacional? @leozuckermann @…,140,0,20,1
1100013878791016448,Un triunfo de la civilización https://t.co/VhKp4TUN2c,53,66,16,1
1098898563306643456,"RT @leozuckermann: @lopezobrador_ consigue mayoría calificada en la Cámara de Diputados para reformar la Constitución 

Esto fue por lo que…",140,0,83,1
1098898132727848960,RT @Foro_TV: ¿Por qué AMLO ha mostrado su rechazo a los organismos autónomos? ¿Se deben generalizar las críticas o debe analizarse su funci…,140,0,68,1
1098897990553546753,"RT @Foro_TV: Nueve legisladores anunciaron su renuncia al PRD y se unirán al grupo parlamentario que apoya a AMLO, ¿ afectará esto a nuestr…",140,0,24,1
1098756289738522626,"@lopezobrador_ consigue mayoría calificada en la Cámara de Diputados para reformar la Constitución 

Esto fue por l… https://t.co/DvxoPFNe74",140,157,83,1
